"symbol","previousClose","open","dividendYield","dividendPerShare","dividendPayDate","exDividendDate","change","changeInPercent","lastTradeDate","daysLow","daysHigh","lastTradePriceOnly","1YrTargetPrice","daysValueChange","pricePaid","holdingsGainPercent","annualizedGain","holdingsGain","52WeekHigh","52WeekLow","marketCapitalization","sharesOwned","stockExchange","volume","earningsPerShare","epsEstimateCurrentYear","epsEstimateNextYear","epsEstimateNextQuarter","bookValue","ebitda","pricePerSales","pricePerBook","peRatio","pegRatio","pricePerEpsEstimateCurrentYear","pricePerEpsEstimateNextYear","shortRatio","tickerTrend","holdingsValue"
"TGP",0.88,0.885,,,,"9/29/2016",0.005,0.005679999999999999,"2017-01-30",0.885,0.885,0.885,,,,,,,1,0.83,195790000,,"ASX",145450,0.098,0.07,,0,0.748,46360000,3.021,1.176,9.031,7.91,12.643,14.75,"0.000",,
"TGR",4.75,4.7,,,,"9/8/2016",0.03,0.0063,"2017-01-30",4.67,4.81,4.78,,,,,,,5.08,3.46,703630000,,"ASX",1765375,0.33,0.28,,0,2.75,98350000,1.63,1.73,14.57,1.49,17.07,15.42,"0.00",,
"TGS",0.043,0.044,,,,,0.001,0.02326,"2017-01-30",0.043,0.046,0.044,,,,,,,0.065,0.018,78990000,,"ASX",2101587,-0.034,0,,0,0.067,28550000,0.643,0.642,,0,,1.467,"0.000",,
"TGZ",0.91,0.92,,,,,0.025,0.027469999999999998,"2017-01-30",0.92,0.94,0.935,,,,,,,1.4,0.385,366750000,,"ASX",94863,-0.123,0.08,,0.01,1.26,99140000,1.316,0.722,,0.04,11.688,15.583,"0.000",,
"THD",0.015,0.016,,,,,0.001,0.06667,"2017-01-30",0.016,0.016,0.016,,,,,,,0.052,0.013,11890000,,"ASX",79499,-0.104,,,0,0.004,-10210000,8296.25,3.75,,0,,,"0.000",,
"THR",0.012,0.014,,,,,0.002,0.16667,"2017-01-30",0.014,0.015,0.014,,,,,,,0.025,0.007,3210000,,"ASX",795596,-0.013,,,0,0.052,"-801476.00",,0.231,,0,,,"0.000",,
"THX",0.06,0.058,,,,,0.002,0.03333,"2017-01-30",0.058,0.062,0.062,,,,,,,0.076,0.037,26260000,,"ASX",181451,-0.016,-0.01,,0,0.01,-5750000,300.5,6,,0,,,"0.000",,
"TIA",0.64,0.64,,,,"7/10/2007",0,0,"2017-01-30",0.64,0.64,0.64,,,,,,,1.1,0.5,55430000,,"ASX",26923,0.05,,,0,1.42,3440000,1.79,0.45,13.06,0,,,"0.00",,
"TIG",0.065,0.06,,,,,0,0,"2017-01-30",0.06,0.065,0.065,,,,,,,0.085,0.02,98200000,,"ASX",18133,-0.016,-0.01,,0,0.023,-8210000.000000001,,2.826,,0,,,"0.000",,
"TKF",0.06,0.061,,,,,0.001,0.01667,"2017-01-30",0.061,0.061,0.061,,,,,,,0.1,0.045,7180000,,"ASX",10000,-0.157,,,0,0.028,"-733497.00",183.643,2.143,,0,,,"0.000",,
"TKL",0.025,0.024,,,,,0,0,"2017-01-30",0.024,0.025,0.025,,,,,,,0.054,0.012,5690000,,"ASX",477134,-0.007,,,0,0.002,-1430000,327.589,12.5,,0,,,"0.000",,
"TLG",0.41,0.41,,,,,0.01,0.037000000000000005,"2017-01-30",0.41,0.43,0.42,,,,,,,0.44,0.2,76380000,,"ASX",327683,-0.04,,,0,0.08,-5730000,820.72,5.4,,0,,,"0.00",,
"TLM",0.36,0.35,,,,,0,0,"2017-01-30",0.35,0.36,0.36,,,,,,,0.5,0.34,66849999.99999999,,"ASX",236341,-0.05,-0.02,,0,0.16,-8050000.000000001,,2.28,,0,,,"0.00",,
"TLS",5.11,5.09,8.91,0.34,,"8/24/2016",-0.05,-0.0098,"2017-01-30",5.05,5.1,5.06,,,,,,,5.86,4.7,61770000000,,"ASX",20889567,0.47,0.34,,0,1.3,9540000000,2.35,3.93,10.7,5.15,14.88,14.06,"0.00",,
"TME",4.83,4.76,,,,"9/8/2016",-0.04,-0.0083,"2017-01-30",4.76,4.83,4.79,,,,,,,5.7,3.52,1900000000,,"ASX",787951,0.14,0.23,,0,1.28,92030000,12.13,3.77,34.96,2.44,20.83,19.16,"0.00",,
"TMK",0.002,0.003,,,,,0.001,0.5,"2017-01-30",0.003,0.003,0.003,,,,,,,0.005,0.002,5880000,,"ASX",164001,-0.001,,,0,0.001,"-272026.00",63.547,2,,0,,,"0.000",,
"TMM",2.11,2.11,,,,"5/11/2016",0,0,"2017-01-30",2.11,2.11,2.11,,,,,,,2.35,0.99,38510000,,"ASX",480,0.34,,,0,3.15,12060000,0.99,0.67,6.26,0,,,"0.00",,
"TMP",0.17,0.18,,,,,0.01,0.0588,"2017-01-30",0.17,0.18,0.18,,,,,,,0.73,0.11,11840000,,"ASX",171430,-0.06,0.02,,0,0.12,-3350000,0.35,1.39,,0,,,"0.00",,
"TMT",0.22,0.225,,,,,0.005,0.02273,"2017-01-30",0.225,0.225,0.225,,,,,,,0.255,0.2,"585000.00",,"ASX",50266,,,,0,0.036,"0.00",,6.111,,0,,,"0.000",,
"TMX",0.012,0.012,,,,,0,0,"2017-01-30",0.012,0.012,0.012,,,,,,,0.015,0.004,4910000,,"ASX",1387151,-0.001,,,0,0.002,"-552307.00",725.878,6,,0,,,"0.000",,
"TMZ",0.061,0.058,,,,,-0.003,-0.04918,"2017-01-30",0.058,0.058,0.058,,,,,,,0.075,0.001,5740000,,"ASX",77303,-0.011,,,0,0.02,"-170285.00",43.931,3.05,,0,,,"0.000",,
"TND",0.089,0.092,,,,,0,0,"2017-01-30",0.088,0.092,0.089,,,,,,,0.098,0.01,14580000,,"ASX",849045,-0.014,,,0,-0.002,-1460000,53.358,,,0,,,"0.000",,
"TNE",5.16,5.16,,,,"11/28/2016",0.04,0.0078000000000000005,"2017-01-30",5.12,5.33,5.2,,,,,,,6.18,4.12,1630000000,,"ASX",1794788,0.13,0.15,,0,0.44,57080000,6.49,11.67,40.62,2.51,34.67,28.89,"0.00",,
"TNG",0.15,0.15,,,,"2/2/2004",0.002,0.01333,"2017-01-30",0.15,0.155,0.152,,,,,,,0.19,0.11,114270000,,"ASX",311534,-0.01,,,0,0.041,-3730000,,3.659,,0,,,"0.000",,
"TNK",2.48,2.49,,,,"9/2/2016",0.02,0.006,"2017-01-30",2.49,2.51,2.5,,,,,,,2.65,0.9,102910000,,"ASX",30817,0.13,0.13,,0,0.44,8440000,2.03,5.66,18.94,1.39,19.23,14.71,"0.00",,
"TNP",0.005,0.005,,,,,-0.001,-0.2,"2017-01-30",0.004,0.005,0.004,,,,,,,0.015,0.004,6270000,,"ASX",1022342,-0.002,,,0,0.005,-2210000,,1,,0,,,"0.000",,
"TNR",0.13,0.135,,,,,0.005,0.03846,"2017-01-30",0.135,0.135,0.135,,,,,,,0.27,0.115,10430000,,"ASX",97464,-0.022,,,0,0.104,-1780000,,1.25,,0,,,"0.000",,
"TOE",0.058,0.058,,,,,-0.002,-0.03448,"2017-01-30",0.056,0.058,0.056,,,,,,,0.064,0.035,112300000,,"ASX",1069561,-0.03,0,,0,0.044,-2570000,,1.318,,0,,,"0.000",,
"TON",0.067,0.068,,,,,-0.001,-0.01493,"2017-01-30",0.066,0.068,0.066,,,,,,,0.097,0.048,27790000,,"ASX",1481166,-0.028,,,0,0.077,-3350000,15.894,0.87,,0,,,"0.000",,
"TOP",0.715,0.695,,,,"9/13/2016",-0.02,-0.027970000000000002,"2017-01-30",0.695,0.695,0.695,,,,,,,0.75,0.52,,,"ASX",4200,0.098,,,0,0,"0.00",,,,0,,,"0.000",,
"TOU",0.1,0.1,,,,,0,0,"2017-01-30",0.1,0.1,0.1,,,,,,,0.22,0.05,20560000,,"ASX",8000,-0.01,-0.01,,0,0.23,-1810000,,0.43,,0,,,"0.00",,
"TOX",2.71,2.71,,,,"9/6/2016",-0.07,-0.0258,"2017-01-30",2.62,2.73,2.64,,,,,,,3.11,2.13,379950000,,"ASX",426120,0.09,0.17,,0,1.9,72040000,0.99,1.43,28.7,3.07,15.53,14.67,"0.00",,
"TPE",2.93,2.93,,,,,-0.03,-0.0102,"2017-01-30",2.88,2.93,2.9,,,,,,,3.7,1.25,149200000,,"ASX",67501,-0.48,-0.18,,0,0.26,-9360000,55.2,11.27,,0,,,"0.00",,
"TPM",6.73,6.71,,,,"10/17/2016",-0.15,-0.0223,"2017-01-30",6.58,6.72,6.58,,,,,,,12.93,6.45,5580000000,,"ASX",1739202,0.45,0.45,,0,2.09,767000000,2.39,3.22,14.53,2.07,14.62,13.43,"0.00",,
"TPP",0.25,0.25,,,,"4/4/1997",0,0,"2017-01-30",0.24,0.25,0.25,,,,,,,0.31,0.1,50460000,,"ASX",524497,0.05,,,0,0.09,8750000,0.47,2.78,5,0,,,"0.00",,
"TPS",0.025,0.025,,,,,0,0,"2017-01-30",0.025,0.025,0.025,,,,,,,0.039,0.013,18050000,,"ASX",495857,-0.01,,,0,0.002,-1350000,2.468,12.5,,0,,,"0.000",,
"TPW",0.17,0.17,,,,,0,-0.0286,"2017-01-30",0.17,0.17,0.17,,,,,,,0.7,0.12,17980000,,"ASX",40000,-0.57,-0.08,,0,0.16,-17350000,0.36,1.13,,0,,,"0.00",,
"TRL",0.038,0.038,,,,,0,0,"2017-01-30",0.038,0.038,0.038,,,,,,,0.185,0.035,14460000,,"ASX",580348,-0.002,,,0,0.017,"-585675.00",,2.235,,0,,,"0.000",,
"TRS",8.84,8.88,,,,"3/18/2016",-0.16,-0.0181,"2017-01-30",8.58,8.88,8.68,,,,,,,15.36,6.71,250410000,,"ASX",39673,0.59,0.68,,0,4.69,53310000,0.32,1.88,14.76,1.83,12.76,10.33,"0.00",,
"TRY",0.135,0.14,,,,"9/10/2012",0.01,0.07407,"2017-01-30",0.14,0.15,0.145,,,,,,,0.748,0.127,49420000,,"ASX",2582378,-0.296,-0.02,,0,0.451,19720000,0.762,0.299,,0,,2.9,"0.000",,
"TSN",0.025,0.025,,,,,0,0,"2017-01-30",0.024,0.025,0.025,,,,,,,0.04,0.017,48630000,,"ASX",3736044,-0.001,,,0,0.007,-1560000,,3.571,,0,,,"0.000",,
"TSV",0.011,0.011,,,,,0,0,"2017-01-30",0.011,0.012,0.011,,,,,,,0.046,0.006,9190000,,"ASX",390200,0.003,,,0,0.056,-1940000,17.783,0.196,3.667,0,,,"0.000",,
"TTC",0.52,0.51,,,,"3/29/2016",0,0,"2017-01-30",0.51,0.52,0.52,,,,,,,0.65,0.45,120470000,,"ASX",32617,0.14,,,0,0.23,28950000,2.25,2.22,3.66,0,,,"0.00",,
"TTI",0.037,0.037,,,,"9/2/2013",0,0,"2017-01-30",0.037,0.037,0.037,,,,,,,0.047,0.015,10200000,,"ASX",104420,-0.081,0,,0,0.026,1600000,0.231,1.423,,0,,,"0.000",,
"TTL",0.035,0.036,,,,,0.002,0.05714,"2017-01-30",0.036,0.037,0.037,,,,,,,0.037,0.025,6390000,,"ASX",134500,-0.01,,,0,0.017,"0.00",,2.059,,0,,,"0.000",,
"TTS",4.33,4.26,6.15,0.19,,"8/31/2016",-0.04,-0.0092,"2017-01-30",4.24,4.3,4.29,,,,,,,4.74,3.53,6280000000,,"ASX",2107420,0.16,0.17,,0,2.03,482360000,2.17,2.13,26.81,-54.61,25.24,23.83,"0.00",,
"TTW",0.06,0.05,,,,,-0.01,-0.1625,"2017-01-30",0.05,0.05,0.05,,,,,,,0.07,0.02,5750000,,"ASX",483727,0,,,0,0.05,"-440165.00",,1.17,,0,,,"0.00",,
"TV2",0.008,0.007,,,,,-0.001,-0.125,"2017-01-30",0.007,0.007,0.007,,,,,,,0.072,0.007,8330000,,"ASX",3632140,-0.014,,,0,0.002,-7040000,287.586,4,,0,,,"0.000",,
"TWD",3.66,3.66,,,,"11/16/2016",0,0,"2017-01-30",3.66,3.66,3.66,,,,,,,4.01,2.8,93550000,,"ASX",981,0.31,0.28,,0,0.4,11040000,0.92,9.2,11.62,0,,,"0.00",,
"TWE",11.54,11.49,2.21,0.18,,"8/31/2016",0.02,0.0017000000000000001,"2017-01-30",11.48,11.66,11.56,,,,,,,11.66,8.3,8520000000,,"ASX",2188354,0.25,0.39,,0,4.93,414400000,3.63,2.34,46.43,1.93,29.64,25.13,"0.00",,
"TWR",0.8,0.8,,,,"6/9/2016",-0.01,-0.0125,"2017-01-30",0.79,0.8,0.79,,,,,,,1.7,0.66,133240000.00000001,,"ASX",41700,-0.1,0.14,,0,0.96,"-971232.00",0.7,0.84,,0.49,5.64,5.27,"0.00",,
"TYK",0.008,0.008,,,,,0,0,"2017-01-30",0.008,0.008,0.008,,,,,,,0.022,0.004,2280000,,"ASX",1794934,-0.014,,,0,0.002,"-218092.00",6.459,4,,0,,,"0.000",,
"TZL",0.065,0.064,,,,,-0.01,-0.15385,"2017-01-30",0.053,0.064,0.055,,,,,,,0.12,0.046,27610000,,"ASX",835951,-0.015,0,,0,0.028,-5250000,1.567,2.321,,0,,,"0.000",,
"UBA",19,19.17,,,,,0.17,0.0089,"2017-01-30",19.17,19.17,19.17,,,,,,,19.49,15.67,,,"ASX",260,,,,0,0,,,,,0,,,,,
"UBE",18.87,18.68,,,,,-0.19,-0.0101,"2017-01-30",18.68,18.68,18.68,,,,,,,19.81,16.84,,,"ASX",66,,,,0,0,,,,,0,,,,,
"UBI",0.32,0.32,,,,,0,0,"2017-01-30",0.32,0.32,0.32,,,,,,,0.42,0.24,56390000,,"ASX",770995,-0.04,-0.04,,0,0.05,-1470000,3.3,6.67,,0,,,"0.00",,
"UBJ",20.75,20.59,,,,,-0.16,-0.0077,"2017-01-30",20.59,20.59,20.59,,,,,,,21.13,17.53,,,"ASX",22,,,,0,0,,,,,0,,,,,
"UBN",0.14,0.13,,,,,0,-0.0345,"2017-01-30",0.13,0.14,0.14,,,,,,,0.7,0.11,36140000,,"ASX",40077,-0.04,-0.01,,0,0.19,-9320000,4.44,0.76,,0,,,"0.00",,
"UBW",21.55,21.5,,,,,-0.16,-0.0074,"2017-01-30",21.39,21.5,21.39,,,,,,,22,18.62,,,"ASX",398,,,,0,0,,,,,0,,,,,
"UEQ",0.014,0.014,,,,,-0.001,-0.07143,"2017-01-30",0.013,0.014,0.013,,,,,,,0.019,0.003,8039999.999999999,,"ASX",1984663,0.001,,,0,0.035,"-214095.00",,0.4,13,0,,,"0.000",,
"UNL",0.22,0.2,,,,,-0.02,-0.0698,"2017-01-30",0.2,0.2,0.2,,,,,,,0.28,0.19,25160000000,,"ASX",108000,0,,,0,0.19,1020000,3579.09,1.16,50,0,,,"0.00",,
"UNS",0.054,0.054,,,,,0,0,"2017-01-30",0.051,0.055,0.054,,,,,,,0.295,0.039,"896022.00",,"ASX",1449186,-6.056,-0.12,,0,-6.237,-62070000,0.067,,,0,,,"0.000",,
"UNV",0.14,0.13,,,,,-0.01,-0.037000000000000005,"2017-01-30",0.13,0.13,0.13,,,,,,,0.23,0.12,66690000,,"ASX",210000,0.02,0.05,,0,0.14,16950000,0.71,0.94,7.65,0,2.6,2.17,"0.00",,
"UPD",0.47,0.48,,,,,0.01,0.0213,"2017-01-30",0.48,0.48,0.48,,,,,,,0.65,0.17,234680000000,,"ASX",6364,,,,0,0,"0.00",,,,0,,,"0.00",,
"URF",2.02,2.02,,,,"6/29/2016",0,0,"2017-01-30",2.02,2.02,2.02,,,,,,,2.29,1.87,,,"ASX",37096,-0.08,,,0,0,"0.00",,,,0,,,"0.00",,
"URI",3.25,2.96,,,,,-0.29,-0.0892,"2017-01-30",2.96,2.96,2.96,,,,,,,7.62,1.21,39610000,,"ASX",343,-3.13,,,0,3.39,-10530000,,0.96,,0,,,"0.00",,
"USA",0.01,0.011,,,,,0.001,0.1,"2017-01-30",0.011,0.011,0.011,,,,,,,0.023,0.006,2490000,,"ASX",11500,-0.004,,,0,0.001,"-457547.00",92.825,10,,0,,,"0.000",,
"UTR",0.04,0.04,,,,,-0.001,-0.025,"2017-01-30",0.039,0.04,0.039,,,,,,,0.073,0.025,,,"ASX",715398,,,,0,0,"0.00",,,,0,,,"0.000",,
"VAE",53.76,53.69,,,,,-0.07,-0.0013,"2017-01-30",53.69,53.69,53.69,,,,,,,54.35,45.61,,,"ASX",199,,,,0,0,,,,,0,,,,,
"VAH",0.22,0.22,,,,"2/25/2008",0,0,"2017-01-30",0.22,0.22,0.22,,,,,,,0.49,0.19,891370000,,"ASX",754073,-0.07,0.01,,0,0.22,348100000,0.18,0.98,,7.21,22,22,"0.00",,
"VAN",0.047,0.048,,,,,0.001,0.02128,"2017-01-30",0.048,0.05,0.048,,,,,,,0.077,0.013,,,"ASX",200909,-0.01,,,0,0,"0.00",,,,0,,,"0.000",,
"VAR",0.019,0.019,,,,,0,0,"2017-01-30",0.019,0.019,0.019,,,,,,,0.033,0.013,9860000,,"ASX",200000,-0.004,,,0,0.016,"-77105.00",4.421,1.187,,0,,,"0.000",,
"VBS",1.65,1.68,,,,,0.08,0.048499999999999995,"2017-01-30",1.68,1.73,1.73,,,,,,,1.73,1.2,40430000,,"ASX",8792,-0.16,,,0,0.16,-3890000,513.71,10.31,,0,,,"0.00",,
"VCF",50.98,51.2,,,,,0.11,0.0022,"2017-01-30",51.08,51.2,51.09,,,,,,,53.33,50.35,,,"ASX",2889,,,,0,0,,,,,0,,,,,
"VCX",2.91,2.89,,,,"6/29/2016",-0.04,-0.0137,"2017-01-30",2.84,2.9,2.87,,,,,,,3.6,2.7,11360000000,,"ASX",7718082,0.24,0.18,,0,2.74,867600000,8.62,1.06,11.81,5.37,15.94,15.11,"0.00",,
"VEC",0.003,0.003,,,,,0,0,"2017-01-30",0.003,0.003,0.003,,,,,,,0.007,0.001,4050000,,"ASX",2771219,-0.005,,,0,0,"-238775.00",,,,0,,,"0.000",,
"VEQ",46.95,47.32,,,,,0.27,0.0058,"2017-01-30",47.22,47.32,47.22,,,,,,,50.39,42.48,,,"ASX",535,,,,0,0,,,,,0,,,,,
"VGAD",58.4,58.41,,,,,-0.4,-0.0068000000000000005,"2017-01-30",58,58.42,58,,,,,,,58.42,45.65,,,"ASX",7816,,,,0,0,,,,,0,,,,,
"VGE",56.65,57,,,,,-0.09,-0.0016,"2017-01-30",56,57,56.56,,,,,,,57,45.86,,,"ASX",2675,,,,0,0,,,,,0,,,,,
"VGS",58.9,59.01,,,,,-0.33,-0.005600000000000001,"2017-01-30",58.46,59.02,58.57,,,,,,,60.78,51.89,,,"ASX",43575,,,,0,0,,,,,0,,,,,
"VHT",0.62,0.63,,,,,0.015,0.02419,"2017-01-30",0.57,0.635,0.635,,,,,,,0.867,0.305,78920000,,"ASX",317472,-0.323,-0.06,,0,0.037,-4970000,41.48,16.757,,0,,,"0.000",,
"VIC",0.013,0.013,,,,,0,0,"2017-01-30",0.013,0.013,0.013,,,,,,,0.21,0.008,,,"ASX",500000,-0.018,,,0,0,"0.00",,,,0,,,"0.000",,
"VIF",51.54,51.6,,,,,-0.16,-0.0031,"2017-01-30",51.38,51.6,51.38,,,,,,,54.2,50.86,,,"ASX",2387,,,,0,0,,,,,0,,,,,
"VIP",0.1,0.09,,,,,-0.01,-0.1,"2017-01-30",0.09,0.09,0.09,,,,,,,0.26,0.05,28930000,,"ASX",10000,0,,,0,0.02,1140000,4.04,4.76,,0,,,"0.00",,
"VKA",0.022,0.022,,,,,0,0,"2017-01-30",0.022,0.022,0.022,,,,,,,0.033,0.011,5520000,,"ASX",395582,-0.003,,,0,0.021,"-753817.00",,1.048,,0,,,"0.000",,
"VLA",1.08,1.1,,,,,-0.015,-0.01389,"2017-01-30",1.05,1.1,1.065,,,,,,,1.35,0.63,255490000,,"ASX",65646,-0.043,-0.04,,0,0.21,-7710000,55.658,5.143,,0,,,"0.000",,
"VLW",2.43,2.43,,,,"9/1/2016",-0.03,-0.0123,"2017-01-30",2.4,2.43,2.4,,,,,,,2.55,1.96,264829999.99999997,,"ASX",83475,0.3,0.32,,0,2.15,55160000,0.69,1.13,7.97,1.24,7.5,7.06,"0.00",,
"VMC",0.135,0.15,,,,,0,0,"2017-01-30",0.135,0.15,0.135,,,,,,,0.335,0.105,8320000,,"ASX",66250,-0.016,,,0,0.037,-1120000,68.079,3.649,,0,,,"0.000",,
"VMG",0.001,0.001,,,,"9/29/2010",0,0,"2017-01-30",0.001,0.001,0.001,,,,,,,0.006,0.001,5480000,,"ASX",3000000,-0.001,-0.05,,0,0.001,-4730000,7.555,1,,0,,,"0.000",,
"VML",0.017,0.017,,,,,0.001,0.05882,"2017-01-30",0.017,0.018,0.018,,,,,,,0.027,0.008,8660000,,"ASX",551832,-0.003,,,0,0.01,"-659316.00",489.097,1.7,,0,,,"0.000",,
"VMT",0.079,0.078,,,,,-0.004,-0.050629999999999994,"2017-01-30",0.075,0.078,0.075,,,,,,,0.35,0.064,11870000,,"ASX",312443,-0.015,0.03,,0,0.212,2120000,0.308,0.373,,0,,,"0.000",,
"VMX",0.115,0.115,,,,"9/28/2015",0,0,"2017-01-30",0.115,0.115,0.115,,,,,,,0.16,0.06,9410000,,"ASX",146440,0.002,0,,0,0.19,2870000,0.185,0.605,57.5,0,,,"0.000",,
"VMY",0.25,0.26,,,,,0,-0.0196,"2017-01-30",0.25,0.26,0.25,,,,,,,0.4,0.22,57440000,,"ASX",554389,-0.05,-0.05,,0,-0.02,-11740000,5.86,,,0,,,"0.00",,
"VOC",4.15,4.15,5.41,0.18,,"9/19/2016",-0.02,-0.0048,"2017-01-30",4.13,4.23,4.13,,,,,,,9.4,3.69,2180000000,,"ASX",2573929,0.19,0.34,,0,6.01,203730000,2.64,0.69,21.97,0.94,12.15,10.87,"0.00",,
"VPC",0.018,0.017,,,,,-0.002,-0.11111,"2017-01-30",0.015,0.017,0.016,,,,,,,0.068,0.015,10860000,,"ASX",3587225,-0.012,0,,0,0.013,-3180000,8.532,1.385,,0,,,"0.000",,
"VRC",0.056,0.055,,,,,-0.003,-0.05357,"2017-01-30",0.053,0.055,0.053,,,,,,,0.15,0.031,50370000,,"ASX",1815431,-0.007,,,0,0.02,-2780000,2208.415,2.8,,0,,,"0.000",,
"VRI",0.059,0.059,,,,,-0.012,-0.20339,"2017-01-30",0.046,0.059,0.047,,,,,,,0.115,0.034,,,"ASX",2520894,,,,0,0,"0.00",,,,0,,,"0.000",,
"VRL",4.03,4.1,,,,"9/13/2016",-0.05,-0.0124,"2017-01-30",3.98,4.1,3.98,,,,,,,7.06,3.89,641190000,,"ASX",275231,0.1,0.29,,0,2.89,147610000,0.62,1.4,41.03,5.02,13.72,11.37,"0.00",,
"VRM",0.036,0.037,,,,,0,0,"2017-01-30",0.036,0.039,0.036,,,,,,,0.039,0.036,34700000,,"ASX",1522368,-0.013,,,0,0.055,-1420000,,0.655,,0,,,"0.000",,
"VRS",0.245,0.245,,,,,0,0,"2017-01-30",0.245,0.245,0.245,,,,,,,0.245,0.15,65290000.00000001,,"ASX",109175,0.074,0.02,,0,0.2,15130000,0.54,1.225,3.311,0,12.25,8.167,"0.000",,
"VRT",6.3,6.29,,,,"9/15/2016",-0.09,-0.0143,"2017-01-30",6.21,6.3,6.21,,,,,,,8.37,5.58,496400000,,"ASX",217886,0.41,0.42,,0,2.98,64950000,1.92,2.11,15.22,1.52,14.79,13.21,"0.00",,
"VRX",0.02,0.02,,,,,0,0,"2017-01-30",0.02,0.02,0.02,,,,,,,0.03,0.01,2750000,,"ASX",250000,-0.07,,,0,0.02,"-489335.00",39.91,0.87,,0,,,"0.00",,
"VTG",3.22,3.21,,,,"3/11/2016",0,0,"2017-01-30",3.19,3.26,3.22,,,,,,,5.47,2.24,488280000,,"ASX",226845,0.23,0.26,,0,0.45,56130000,0.76,7.19,13.76,1.51,12.38,11.1,"0.00",,
"VVR",2.28,2.26,,,,,0,0,"2017-01-30",2.25,2.29,2.28,,,,,,,2.63,2.02,,,"ASX",614069,,0.05,,0,0,"0.00",,,,13.76,45.6,17.54,"0.00",,
"VXR",0.007,0.007,,,,,0,0,"2017-01-30",0.007,0.007,0.007,,,,,,,0.015,0.002,18280000,,"ASX",309059,-0.002,-0.01,,0,0.007,"-131959.00",23.016,1,,0,,,"0.000",,
"WAA",1.14,1.14,,,,,0.01,0.0088,"2017-01-30",1.14,1.15,1.15,,,,,,,1.23,1,,,"ASX",34309,0.09,,,0,0,"0.00",,,,0,,,"0.00",,
"WAF",0.28,0.29,,,,,0.03,0.0909,"2017-01-30",0.28,0.31,0.3,,,,,,,0.44,0.05,122660000,,"ASX",845611,-0.03,-0.01,,0,0.01,-7110000,3213.03,34.38,,0,,,"0.00",,
"WAM",2.42,2.42,,,,,-0.02,-0.0083,"2017-01-30",2.39,2.42,2.4,,,,,,,2.45,2.11,,,"ASX",597399,0.21,,,0,0,"0.00",,,,0,,,"0.00",,
"WAT",1.41,1.41,,,,"5/5/2016",0,-0.0034999999999999996,"2017-01-30",1.41,1.41,1.41,,,,,,,1.55,0.95,53070000,,"ASX",3000,0.08,,,0,1.56,6910000,0.63,0.91,18.55,0,,,"0.00",,
"WAX",1.54,1.54,,,,"10/12/2015",0,0.0032,"2017-01-30",1.54,1.55,1.55,,,,,,,1.66,1.27,,,"ASX",266088,0.15,,,0,0,"0.00",,,,0,,,"0.00",,
"WBA",1.345,1.345,,,,"10/2/2015",0,0,"2017-01-30",1.345,1.355,1.345,,,,,,,1.42,1.05,471750000,,"ASX",58474,-0.233,0.06,,0,1.188,-22760000,3.675,1.132,,0,22.417,16.812,"0.000",,
"WBC",32.35,32.18,8.36,1.95,,"11/14/2016",-0.34,-0.0105,"2017-01-30",31.86,32.28,32.01,,,,,,,34.08,27.57,106810000000,,"ASX",3350514,2.18,2.4,,0,17.42,"0.00",5.44,1.86,14.7,2.78,13.34,12.91,"0.00",,
"WBT",0.034,0.033,,,,,-0.002,-0.05882,"2017-01-30",0.031,0.033,0.032,,,,,,,0.069,0.021,,,"ASX",895699,,,,0,0,"0.00",,,,0,,,"0.000",,
"WCB",7.09,8.77,,,,"9/3/2013",1.76,0.2482,"2017-01-30",8.65,8.85,8.85,,,,,,,9.04,6.2,579770000,,"ASX",9383,0.43,0.46,,0,5.87,32470000,0.69,1.21,20.82,0,,,"0.00",,
"WCN",0.008,0.008,,,,,-0.001,-0.125,"2017-01-30",0.007,0.008,0.007,,,,,,,0.011,0.006,10690000,,"ASX",12601500,-0.003,,,0,0.002,-3410000,,4,,0,,,"0.000",,
"WCP",0.085,0.085,,,,"10/11/2001",0,0,"2017-01-30",0.085,0.085,0.085,,,,,,,0.095,0.013,33810000,,"ASX",511147,-0.001,,,0,0.005,"-525794.00",,17,,0,,,"0.000",,
"WDE",0.83,0.83,,,,,0.02,0.018000000000000002,"2017-01-30",0.83,0.85,0.85,,,,,,,0.86,0.72,,,"ASX",77000,,,,0,0,"0.00",,,,0,,,"0.00",,
"WEB",11.18,11.11,0,0,,"9/21/2016",0.1,0.0089,"2017-01-30",11.11,11.46,11.28,,,,,,,12.2,4.44,1030000000,,"ASX",454738,0.27,0.39,,0,1.65,33500000,6.63,6.76,41.93,1.01,28.92,23.5,"0.00",,
"WEC",0.05,0.05,,,,,-0.001,-0.02,"2017-01-30",0.049,0.05,0.049,,,,,,,0.18,0.049,16090000,,"ASX",11547,-0.173,-0.04,,0,0.159,-22960000,0.578,0.314,,0,,,"0.000",,
"WES",41.12,40.98,6.57,2.02,,"8/29/2016",-0.37,-0.009000000000000001,"2017-01-30",40.68,40.99,40.75,,,,,,,46.06,38.62,45890000000,,"ASX",1345840,0.36,2.53,,0,20.38,4340000000,0.7,2.02,112.57,1.78,16.11,15.49,"0.00",,
"WFD",8.96,8.9,3.74,0.25,,"8/11/2016",-0.14,-0.015600000000000001,"2017-01-30",8.75,8.9,8.82,,,,,,,11.14,8.21,18330000000,,"ASX",4297863,1.12,0.34,,0,4.43,"0.00",15.68,2.02,7.88,7.13,25.94,25.94,"0.00",,
