symbol,name,EPS,QuoteLast,Price200DayAverage,Price52WeekPercChange,PriceToBook,MarketCap,PE,DividendRecentQuarter,DividendNextQuarter,DPSRecentYear,IAD,DividendPerShare,DividendYield,Dividend,BookValuePerShareYear,CashPerShareYear,CurrentRatioYear,LTDebtToAssetsYear,LTDebtToAssetsQuarter,TotalDebtToAssetsYear,TotalDebtToAssetsQuarter,LTDebtToEquityYear,LTDebtToEquityQuarter,TotalDebtToEquityYear,TotalDebtToEquityQuarter,AINTCOV,ReturnOnInvestmentTTM,ReturnOnInvestment5Years,ReturnOnInvestmentYear,ReturnOnAssetsTTM,ReturnOnAssets5Years,ReturnOnAssetsYear,ReturnOnEquityTTM,ReturnOnEquity5Years,ReturnOnEquityYear,Beta,Float,InstitutionalPercentHeld,GrossMargin,EBITDMargin,OperatingMargin,NetProfitMarginPercent,NetIncomeGrowthRate5Years,RevenueGrowthRate5Years,RevenueGrowthRate10Years,EPSGrowthRate5Years,EPSGrowthRate10Years,Volume,AverageVolume
RRP,Realm Resources Limited,0,0.04,0,"4,000.00",7.33,96650000,-,0,-,0,-,0,-,-,0.01,0,0.56,0,0,7.54,7.54,0,0,8.84,8.84,"-2,260.76",-20.68,-30.88,-20.68,-17.87,-23.57,-17.87,-20.98,-30.96,-20.98,-8.93,"2,219.80",-,47.9,-7.83,-62.39,-64.3,-,-2.89,42.02,-,-,0,-
RRR,RIVER ROCK ENERGY LIMITED,-,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-
RRS,Range Resources Ltd,-0.01,0.01,0.01,20,0.48,45570000,-,0,-,0,-,0,-,-,0.01,0,1.92,0,0,0,0,0,0,0,0,-18.06,-27.57,-20.01,-27.57,-24.37,-18.55,-24.37,-46.63,-26.49,-46.63,1.39,"4,374.83",-,-110.45,-141.73,-536.8,-552.16,-,15.56,52.38,-,-,0,"471,732.00"
RRSN,RANGE RES DEF X OPT,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-
RSG,Resolute Mining Limited,0.21,1.45,1.43,484.31,2.46,1070000000,6.98,0.02,0.02,0.02,0.02,0.02,1.14,-,0.6,0.12,3.11,0,0,5.29,5.29,0,0,6.73,6.73,49.47,43.16,-5.28,43.16,36.6,-4.64,36.6,43.07,-5.36,43.07,0.46,731.48,-,30.06,33.43,31.96,30.32,18.06,4.5,10.87,13.64,-,7770000,6970000
RSGN,RESOLUTE DEF X OPT,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-
RSGNA,RESOLUTE DEF X NTE,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-
RSH,Respiri Ltd,-0.01,0.04,0.05,9.78,4.61,19020000,-,-,-,-,-,0,-,-,0.01,0.01,4.47,0,0,0.25,0.25,0,0,0.32,0.32,-,-101.08,-145.35,-101.08,-78.16,-119.25,-78.16,-101.08,-156.43,-101.08,-0.17,192.84,-,-,-353.1,-586.5,-586.5,-,12.05,35.01,-,-,"2,088.00","109,612.00"
RSLN,RES STAR DEF,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-
RSNCK,RENISON CTG,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-
RSNCL,Laneway Resources Ltd,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-
RSNDA,RENISON DEF SET,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-
RTA,Rutila Resources Ltd,-0.19,0,0.22,63.89,-,-,-,0,-,0,-,0,-,-,-0.01,0.02,0.89,95.3,0,95.3,102.54,-,-,-,-,-1.34,"-5,319.82",-,-33.4,-39.53,-,-17.92,"-5,319.82",-,-258.8,0.88,0.71,-,-,"-20,563.54","-20,700.05","-30,358.45",-,-,-,-,-,0,"11,958.00"
RTD,Pilot Energy Ltd,-0.03,0,0,50,3.51,-,-,0,-,0,-,0,-,-,0,0,6.81,0,0,0.56,0.56,0,0,0.65,0.65,-,-660.7,-193.69,-660.7,-238.19,-97.68,-238.19,-660.7,-193.69,-660.7,2.94,"1,057.75",-,-,-,-,-,-,-,-,-,-,0,5360000
RTG,RTG MINING CDI 1:1,-,0.25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"25,000.00","125,226.00"
RTI,Rental Management Investment Trust,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
RTR,Rumble Resources Ltd,-0.01,0.02,0.02,135.22,1.1,5710000,-,0,-,0,-,0,-,-,0.02,0.01,7.22,0,0,0,0,0,0,0,0,-,-41.06,-40.85,-41.06,-36.47,-36.6,-36.47,-41.06,-40.85,-41.06,0.15,154.61,-,-,"-7,338.28","-21,693.29","-19,207.46",-,-,-,-,-,0,"439,984.00"
RUB,Rubicor Group Limited,-0.05,0.06,0.05,40,-,13780000,-,0,-,0,-,0,-,-,-0.03,0.04,0.77,2.01,2.01,26.7,26.7,-,-,-,-,-0.09,-,-,-,-17.18,-4.63,-17.18,-,-,-,5.22,64.66,-,18.63,-1.69,-1.97,-3.36,-,-6.67,12.24,-,-,0,"13,973.00"
RUL,Rungepincockminarco Ltd,-0.05,0.52,0.47,15.56,2.03,110430000,-,0,-,0,-,0,-,-,0.26,0.11,2.02,0,0,0,0,0,0,0,0,-,-18,-9.66,-18,-13.28,-6.8,-13.28,-18.79,-10.51,-18.79,0.52,205.36,-,92.16,-5.64,-16.66,-16.22,-,-9.52,7.57,-,-,0,"158,696.00"
RVA,REVA Medical Inc,-0.33,1,1.15,-9.57,-,429900000,-,0,-,0,-,0,-,-,-0.28,0.06,5.25,375.49,0,375.49,795.26,-,-,-,-,-0.41,-,-99.01,-374.52,-666.91,-93.12,-328.63,-,-197.78,-,-1.34,"4,024.45",-,-,-,-,-,-,-,-,-,-,"37,200.00","8,760.00"
RVR,Red River Resources Limited,-0.01,0.23,0.17,175,4.17,110360000,-,0,-,0,-,0,-,-,0.05,0.01,1.45,0,0,0,0,0,0,0,0,-15.3,-7.89,-22.91,-7.89,-7.18,-20.71,-7.18,-14.84,-41.07,-14.84,2.9,404.89,-,-,-924.8,-924.8,-777.79,-,-4.04,6.87,-,-,7580000,1590000
RVY,Rift Valley Resources Ltd,0,0.02,0.03,35.29,0.83,13400000,-,0,-,0,-,0,-,-,0.03,0,3.29,0,0,0,0,0,0,0,0,-,-8.49,-14.81,-8.49,-8.18,-14.22,-8.18,-8.49,-14.81,-8.49,0.11,407.13,-,-,"-31,564.19","-40,412.40","-37,158.40",-,-50.97,-,-,-,0,"155,705.00"
RVYNA,RIFT VALL DEF X OPT,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-
RWC,Reliance Worldwide Corporation Aus P Ltd,0,2.91,-,-,9.21,1530000000,-,0,-,0,-,0,-,-,0.32,0.07,3.65,38.56,38.56,38.66,38.66,97.69,97.69,97.95,97.95,1.88,-0.5,-,-0.5,-0.37,-,-0.37,-0.73,-,-0.73,-,365.88,-,39.56,5.34,1.82,-1.63,-,-,-,-,-,2090000,1630000
RWD,Reward Minerals Ltd.,0,0.35,0.41,-33.33,1.49,47520000,-,0,-,0,-,0,-,-,0.24,0.05,10.74,0,0,0,0,0,0,0,0,3.99,-1.75,-6.23,0.87,-1.71,-5.95,0.85,-1.75,-6.23,0.87,0.29,84.58,-,-,-29.49,-50.24,-50.24,-,56.26,32.79,-,-,"12,000.00","30,786.00"
RWH,Royal Wolf Holdings Ltd,0.08,1.45,1.25,29.46,0.93,145560000,18.44,0.02,0.02,0.06,0.06,0.06,3.79,8.03,1.56,0.05,1.51,33.16,33.16,33.16,33.16,64.75,64.75,64.75,64.75,2.8,2.72,4.84,2.72,2.51,4.37,2.51,5.06,8.67,5.06,0.3,47.83,-,42.86,22.74,10.8,4.79,-14.41,5.21,-,-24.73,-,"4,000.00","19,845.00"
RXH,Rewardle Holdings Ltd,-0.03,0.05,0.07,-70,12.65,8860000,-,0,-,0,-,0,-,-,0,0.01,1.74,0,0,0,0,0,0,0,0,"-18,736.24",-176.88,-,-176.88,-149.25,-,-149.25,-176.88,-,-176.88,-,64.2,-,-,"-1,006.88","-1,007.98",-736.33,-,-,-,-,-,"200,000.00","23,426.00"
RXL,Rox Resources Limited,0,0.01,0.02,50,4.51,18540000,-,0,-,0,-,0,-,-,0,0,3.18,0,0,0,0,0,0,0,0,-,-59.61,-142.22,-59.61,-44.3,-107.51,-44.3,-59.61,-142.22,-59.61,1.6,"1,048.38",-,-,"-18,568.12","-18,696.92","-18,696.92",-,-32.72,-17.31,-,-,1030000,"652,917.00"
RXM,Rex Minerals Limited,-0.02,0.06,0.06,-7.94,0.49,13670000,-,0,-,0,-,0,-,-,0.12,0.03,6.8,0,0,0,0,0,0,0,0,-,-17.39,-6.33,-17.39,-16.8,-6.14,-16.8,-17.78,-6.36,-17.78,1.6,179.56,-,-,-,-,-,-,-,-,-,-,1070000,"94,295.00"
RXP,RXP Services Ltd,0.08,0.94,0.76,58.97,1.35,130990000,12.24,0.02,0.02,0.03,0.03,0.03,3.23,3.12,0.69,0.1,1.61,9.44,9.44,10.58,10.58,13.84,13.84,15.52,15.52,21.54,10.68,8.78,10.68,8.49,6.87,8.49,11.5,9.15,11.5,0.2,96.56,-,96.29,13.24,12.71,8.36,-,381.68,-,-,-,"113,563.00","128,026.00"
RYD,Ryder Capital Ltd,0,1.07,1.01,9.18,1.09,39410000,514.42,0,-,0,-,0,-,-,0.98,0.42,39.25,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,21.35,-,39.56,13.9,13.9,12.81,-,-,-,-,-,0,"12,721.00"
RZR,Razor Risk Technologies Pty Ltd,-0.01,0.03,0.02,142.86,1.7,9740000,-,0,-,0,-,0,-,-,0.02,0.01,1.63,0,0,0,0,0,0,0,0,30.06,-27.19,-25.2,-3.19,-19.71,-15.36,-2.28,-29.73,-27.7,-3.46,0.39,18.4,-,50.53,-1.87,-6.53,-20.52,-,-9.51,-13.46,-,-,0,-
S2R,S2 Resources Ltd,-0.08,0.25,0.39,96.15,2.91,61510000,-,0,-,0,-,0,-,-,0.09,0.07,13.87,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,174.06,-,-,-,-,-,-,-,-,-,-,"60,042.00","299,481.00"
S32,South32 Ltd,-0.4,2.85,2.17,173.37,1.16,15170000000,-,0.01,0.01,0.01,0.01,0.01,0.49,-,2.34,0.31,1.96,4.84,4.84,6.95,6.95,6.87,6.87,9.87,9.87,1.3,-12.53,-,-12.53,-11.19,-,-11.19,-15.79,-,-15.79,-,"5,318.77",-,-,19.61,-24.79,-27.79,-,-,-,-,-,34670000,17800000
SAI,SAI Global Limited,0.25,0,3.93,12.32,2.45,-,0,0.1,0.1,0.17,0.17,0.17,3.59,25.21,1.94,0.4,1.43,31.82,31.82,31.82,31.82,69.4,69.4,69.4,69.4,9.9,7.26,3.86,7.26,5.85,3.14,5.85,13.13,7,13.13,0.4,216.85,-,69.72,22.23,14.39,9.32,3.44,5.78,13.55,1.6,7.39,0,1460000
SAM,SIV Asset Management Ltd,0.03,0.05,0.06,-61.54,1.39,"558,360.00",1.61,-,-,-,-,0,-,0,0.04,0.03,1.71,99.17,99.17,99.17,99.17,"28,924.00","28,924.00","28,924.00","28,924.00",-,0.39,-,0.39,0.38,-,0.38,150.57,-,150.57,1.13,3.98,-,-,45.45,45.45,72.33,-,-,-,-,-,0,-
SAN,Sagalio Energy Ltd,-0.07,0.01,0.07,-,0.15,3070000,-,0,-,0,-,0,-,-,0.1,0,0.06,0,0,0,0,0,0,0,0,-171.71,-48.43,-,-48.43,-38.4,-,-38.4,-52.08,-,-52.08,-,202.61,-,-,-,-,-,-,-,-,-,-,0,308
SAO,Sino Australia Oil and Gas Ltd,0.03,0,-,-,-,-,0,0,-,0,-,0,-,0,0.18,0.04,4.26,0,0,0,0,0,0,0,0,25.48,21.97,-,31.83,16.76,-,23.65,21.97,-,31.83,-,82.82,-,36.4,23.75,23.13,20.23,-,-,-,-,-,0,-
SAP,Sabina Corporation Limited,-0.02,0,-,-,-,-,-,0,-,0,-,0,-,-,-0.01,0,0,-,-,44.56,44.56,-,-,-,-,-3.39,-,-23.66,-,-23.47,-12.61,-23.47,-,-23.66,-,-,19.37,-,-,-,-,-,-,-,-,-,-,0,-
SAR,Saracen Mineral Holdings Limited,0.03,1.1,1.29,66.43,3.58,888300000,34.54,0,-,0,-,0,-,-,0.33,0.04,2.08,0.65,0.65,1.03,1.03,0.9,0.9,1.43,1.43,176.83,8.56,-0.11,8.56,7.82,-0.1,7.82,10.57,-0.13,10.57,0.35,752.73,-,18.54,26.43,13.86,9.36,-11.49,12.18,54.4,-19.26,0.36,7380000,7140000
SAS,SKY and Space Global Ltd,-0.02,0.08,0.04,232,25.5,43150000,-,0,-,0,-,0,-,-,0,0,22.45,0,0,0,0,0,0,0,0,-,-258.46,-107.2,-258.46,-244.42,-101.93,-244.42,-258.46,-107.2,-258.46,1,355.29,-,-,"-15,966.92","-63,484.38","-62,522.02",-,-63.38,-13.43,-,-,"757,872.00",2320000
SAU,Southern Gold Limited,-0.03,0.3,0.32,51.22,1.22,13920000,-,0,-,0,-,0,-,-,0.25,0.04,0.4,0,0,23.41,23.41,0,0,32.8,32.8,-31.67,-11.46,-10.91,-11.46,-9.32,-10.26,-9.32,-11.46,-11.21,-11.46,2.08,44.58,-,"-4,292.09","-25,627.93","-36,262.82","-10,544.23",-,-50.13,-23.41,-,-,"46,750.00","38,900.00"
SAY,South American Iron and Steel Corp Ltd,0,0,0,-25,-,1370000,-,0,-,0,-,0,-,-,0,0,0.28,0,0,0,0,-,-,-,-,-734.13,-,-65.95,-,-77.18,-53.72,-77.18,-,-66.29,-,-0.94,101.34,-,-,-569.98,-569.98,-499,-,18.69,-5.2,-,-,0,"4,731.00"
SBB,Sunbridge Group Ltd,0.01,0.02,0.02,-37.5,0.15,9430000,1.98,0,-,0,-,0,-,0,0.13,0.07,12.84,0,0,0,0,0,0,0,0,-,7.68,-,6.58,7.14,-,5.87,7.68,-,6.58,-,214.21,-,34.21,15.63,10.31,7.14,-11.57,13.13,-,-12.4,-,0,"594,746.00"
SBI,Sterling Plantations Ltd,-0.13,0.02,0.02,-,-,1040000,-,-,-,-,-,0,-,-,-0.51,0.01,0.53,130.22,130.22,146.79,146.79,-,-,-,-,-0.89,-21.1,-13.62,-21.1,-16.18,-11.58,-16.18,-,-,-,-,24.83,-,81.78,-305.7,-287.71,-625.94,-,61.35,-,-,-,0,138
SBL,Signature Metals Limited,-0.01,0,0,-50,-,-,-,0,-,0,-,0,-,-,0,0,0.1,0,0,0,0,-,-,-,-,-1.87,-58.39,-,-58.39,-64.41,-,-64.41,-414.91,-,-414.91,2.1,558.89,-,-,"-983,914.10",-3310000,-3940000,-,-,-,-,-,0,-
SBM,St Barbara Ltd,0.33,2.38,2.7,71.63,3.99,1180000000,7.31,0,-,0,-,0,-,-,0.61,0.28,3.85,36.42,36.42,36.94,36.94,74.22,74.22,75.29,75.29,6.69,32.6,-4.21,32.6,28.1,-3.63,28.1,76.81,-7.16,76.81,-0.82,484.8,-,54.11,46.08,35.78,27.67,19.81,10.65,15.92,9.28,20.92,3610000,5480000
SBMN,ST.BARBARA DEF X ALD,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-
SBN,Dimerix Ltd,0,0,0.01,60,5.26,-,-,0,-,0,-,0,-,-,0,0,8.92,0,0,0,0,0,0,0,0,-,-209.36,-84.2,-209.36,-191.28,-79.97,-191.28,-209.36,-84.2,-209.36,1.51,683.05,-,-,"-2,824.08","-11,589.94","-11,596.71",-,-37.64,-3.98,-,-,0,1180000
SBNDA,SUNBIOM DEF SET,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-
SBNN,SUNBIOM DEF,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-
SBR,Sabre Resources Limited,0,0.01,0.01,-11.11,0.08,2010000,-,0,-,0,-,0,-,-,0.1,0,3.68,0,0,0,0,0,0,0,0,-,-2.27,-3.42,-2.27,-2.25,-3.38,-2.25,-2.27,-3.42,-2.27,2.2,136.7,-,-,"-1,599.34","-1,718.18","-1,700.03",-,-35.35,24.19,-,-,0,"135,343.00"
SBU,Siburan Resources Limited,-0.02,0.01,0.01,-50,1.69,6980000,-,0,-,0,-,0,-,-,0.01,0,4.94,0.03,0.03,12.75,12.75,0.03,0.03,14.86,14.86,-0.14,-277.5,-83.53,-277.5,-251.87,-78.67,-251.87,-277.6,-83.55,-277.6,1.08,87.33,-,-,"-131,424.00",-1070000,-1070000,-,-,-,-,-,0,"17,143.00"
SCC,Scott Corporation Pty Ltd,0.05,0,0.52,42.44,1.27,-,0,0,-,0.03,-,0.02,-,1.66,0.46,0.11,0.94,26.82,25.06,40.34,41.48,86.88,74.26,130.68,122.9,2.89,5.75,7.31,7.08,3.77,4.54,4.47,10.77,12.88,13.38,0.52,0.26,-,75.35,11.31,4.15,1.87,9.78,5.83,4.11,5.41,14.62,0,400
SCD,Scantech Limited,0.05,0,0.55,32.97,0.8,-,0,0,-,0,-,0,-,-,0.76,0.42,3.08,9.46,9.46,9.46,9.46,15.04,15.04,15.04,15.04,-,6.17,7.74,6.17,4.71,5.44,4.71,7.58,9.82,7.58,0.93,0.21,-,51.33,8.88,9.38,7.32,17.07,0.11,5.78,17.06,11.85,0,-
SCG,Scentre Group,0.52,4.4,4.66,5.15,1.35,23430000000,8.43,0.11,0.11,0.21,0.21,0.21,4.7,"1,096.90",3.32,0.03,0.2,29.61,31.76,38.62,37.95,53.46,57.05,69.72,68.18,-,9.6,-,9.59,8.78,-,8.63,15.98,-,16.02,-,"5,110.30",-,62.03,58.86,67.32,100.2,-,-,-,-,-,13890000,10250000
SCI,Silver City Minerals Ltd,-0.02,0.02,0.04,35.29,0.58,3810000,-,0,-,0,-,0,-,-,0.04,0.01,9.36,0,0,0,0,0,0,0,0,-,-35.1,-19.74,-35.1,-34.32,-19.22,-34.32,-35.34,-19.79,-35.34,0.63,112.82,-,-,"-1,307.13","-1,307.13","-1,307.13",-,-19.64,-,-,-,"340,000.00","301,264.00"
SCO,Scottish Pacific Group Ltd,0,2.65,-,-,2.32,368860000,"3,680.56",0,-,0,-,0,-,-,1.17,0.12,-,81.99,81.99,81.99,81.99,537.13,537.13,537.13,537.13,1.08,-,-,0.01,-,-,0.01,-,-,0.08,-,85.61,-,76.49,10.15,7.02,0.1,-,-,-,-,-,"66,360.00","274,452.00"
SCP,Shopping Cntrs Austrls Prprty Gp Re Ltd,0.2,2.19,2.25,5.77,1.15,1610000000,10.73,0.06,0.06,0.12,0.11,0.12,4.85,85.3,1.92,0.01,1.32,28.1,28.1,28.1,28.1,45.05,45.05,45.05,45.05,-,7.45,-,7.45,6.97,-,6.97,11.11,-,11.11,0.62,724.16,-,70.04,64.74,92.08,79.83,-,-,-,-,-,1480000,1760000
SCR,Scandinavian Resources Pty Ltd,-0.24,0.2,0.25,-60,-,22910000,-,0,-,0,-,0,-,-,-0.11,0,0.1,0,0,0,0,-,-,-,-,-20.26,-,-,-,"-1,309.30",-,-574.97,-,-,-,-,65.9,-,-,"-6,600.99","-6,830.32","-7,605.68",-,-,-,-,-,0,-
SCRN,SCANDINAVI DEF X OPT,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-
SCU,Stemcell United Ltd,-0.11,0.01,0.02,-72,1.23,3350000,-,0,-,0,-,0,-,-,0.01,0,0.56,0,0,0,0,0,0,0,0,-9.07,"-1,654.97",-,"-1,654.97",-841.86,-,-841.86,"-1,654.97",-,"-1,654.97",-,17.37,-,-16.07,"-1,334.18","-47,631.77","-47,649.98",-,-,-60.39,-,-,0,400
SDA,Speedcast International Ltd,0.07,3.68,3.51,-5.35,14.06,873880000,51.17,0.03,0.03,0.06,0.06,0.06,1.64,7.6,0.27,0.15,1.19,52.35,50.03,52.38,50.74,364.77,376.33,364.94,381.7,6.32,5.25,-,4.11,3.63,-,2.92,23.99,-,15.47,-,235.12,-,38.02,17.83,7.54,3.68,-,-,-,-,-,"530,878.00","418,138.00"
SDF,Steadfast Group Ltd,0.1,2.34,2.11,59.59,2.03,1750000000,23.79,0.04,0.04,0.06,0.06,0.06,2.58,31.38,1.15,0.09,1.16,11.7,11.7,11.79,11.79,23.29,23.29,23.48,23.48,-,7.35,6.53,7.35,4.87,4.35,4.87,8.73,7.41,8.73,0.57,697.08,-,71.97,28.66,20.73,16.84,92.08,86.14,-,78.75,-,"903,741.00",1880000
SDG,Sunland Group Limited,0.19,1.66,1.52,3.09,0.75,271960000,8.51,0.05,0.05,0.08,0.08,0.08,4.79,4.98,2.22,0.12,3.95,25.09,25.09,32.87,32.87,43.1,43.1,56.48,56.48,11.24,6.23,4.36,6.23,5.64,3.95,5.64,8.83,5.92,8.83,0.09,71.65,-,25.34,19.87,19.14,12.19,6.98,0.2,-6.16,14.03,-4.09,"45,787.00","179,759.00"
SDI,SDI Limited,0.06,0.76,0.73,31.03,1.42,90340000,11.94,0.01,0.01,0.02,0.02,0.02,2.63,2.14,0.54,0.05,3.36,3.99,3.99,7.13,7.13,5.03,5.03,8.98,8.98,107.83,11.46,9.38,11.46,9.68,7.55,9.68,12.42,10.74,12.42,0.67,48.68,-,62.22,20.56,14.98,10.21,44.38,6.19,5.08,44.37,3.97,"42,521.00","68,750.00"
SDL,Sundance Resources Limited,-0.03,0,0,-57.14,0.19,18720000,-,0,-,0,-,0,-,-,0.02,0,0.61,54.44,54.44,56.45,56.45,95.06,95.06,98.57,98.57,-0.79,-57.81,-24.23,-57.81,-55.61,-23.62,-55.61,-75.52,-24.44,-75.52,1.51,"3,522.16",-,-,"-11,465.53","-82,374.17","-97,196.62",-,-47.01,-20.4,-,-,"314,500.00",4500000
SDM,Sedgman Limited,0.09,0,0.81,44.85,1.27,-,0,0.04,-,0.07,-,0.07,-,12.49,0.75,0.49,2.02,0,0,0.79,1.84,0,0,1.29,2.74,-,11.78,8.86,9.46,8.15,5.49,6.23,12.24,9.95,9.94,0.98,18.54,-,41.52,8.25,4.94,5.32,-7.93,1.44,18.92,-10.17,8.9,0,"264,650.00"
SE1,Sensera Ltd,-,0.35,-,-,17.33,25160000,-,-,-,0,-,-,-,-,0.02,0.02,13.6,0,-,0,-,0,-,0,-,-54.35,-,-,-,-,-,-,-,-,-,-,24.44,-,-,-,-,-,-,-,-,-,-,"391,806.00","408,047.00"
SEA,Sundance Energy Australia Ltd,-,0.22,0.17,104.76,0.52,274860000,-,0,-,0,-,-,-,-,0.42,0.01,2.97,45.81,41.31,45.81,41.31,106.45,84.91,106.45,84.91,-,-,-,-51.64,-,-,-44.73,-,-,-88.26,3.3,"1,140.59",-,-,-,-,-,-,-,-,-,-,"235,209.00",1870000
SEG,Segue Resources Ltd.,0,0,0,100,0.82,7730000,-,0,-,0,-,0,-,-,0,0,6.05,0,0,0,0,0,0,0,0,-,-12.04,-47.52,-12.04,-11.76,-44.19,-11.76,-12.06,-47.54,-12.06,2.33,"2,879.94",-,-,"-11,579.71","-11,563.42","-7,751.32",-,-16.35,-19.79,-,-,4850000,8640000
SEH,Sino Gas &amp; Energy Holdings Limited,-0.01,0.11,0.1,279.31,1.13,228180000,-,0,-,0,-,0,-,-,0.1,0.04,6.07,0,0,5.7,6.04,0,0,6.1,6.46,-2.11,-7.36,-5.29,-9.99,-7.06,-5.01,-9.55,-7.48,-5.39,-10.22,2.41,"1,936.56",-,-,"-2,416.36","-2,457.53","-3,966.14",-,7.96,-,-,-,8300000,1460000
SEHN,SGEHOLDING DEF X OPT,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-
SEK,SEEK Limited,1.02,14.53,15.5,0.07,3.68,5050000000,14.27,0.19,0.19,0.4,0.4,0.4,2.76,130.9,3.94,1.73,1.28,22.93,22.93,25.09,25.09,55.46,55.46,60.71,60.71,16.55,18.72,19.5,18.72,12.14,12.06,12.14,28.69,30.53,28.69,1.61,327.29,-,95.93,38.85,56.41,41.37,29.6,22.87,24.34,28.58,23.92,"637,935.00","677,597.00"
SEN,Senetas Corporation Limited,0,0.11,0.11,-18.52,6.41,119340000,22.92,0,-,0,-,0,-,-,0.02,0.02,2.93,0,0,0,0,0,0,0,0,115.63,30.19,6.37,30.19,20.12,4.26,20.12,33.03,6.78,33.03,3.28,833,-,83.31,38.96,36.31,26.98,-,11.34,0.1,-,-9.79,"358,352.00","680,176.00"
SENN,SENETAS DEF,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-
SEQ,Sequoia Financial Group Ltd,0.01,0.25,0.22,27.5,1.35,12440000,23.85,0,-,0,-,0,-,-,0.19,0.02,0.7,0,0,7.25,7.25,0,0,22.32,22.32,-,1.47,-38.26,1.47,0.91,-21.55,0.91,4.03,-76.13,4.03,4.21,15.09,-,66.76,3.45,2.18,1.24,-,25.27,21.54,-,-,0,"56,463.00"
SER,Strategic Energy Resources Limited,-0.02,0.01,0.01,-11.76,6.92,5270000,-,0,-,0,-,0,-,-,0,0,6.78,0,0,0,0,0,0,0,0,-0.26,-156.16,-25.6,-156.16,-151.74,-24.7,-151.74,-156.16,-25.65,-156.16,1.63,246.55,-,-,"-1,828.53","-1,828.53","-8,910.10",-,-4.59,-14.8,-,-,1000000,"285,707.00"
SES,Secos Group Ltd,-0.04,0.08,0.09,-30.83,2.58,13550000,-,0,-,0,-,0,-,-,0.03,0.01,0.87,4.38,4.38,26.54,26.54,12.44,12.44,75.36,75.36,-5.7,-66.5,-46.33,-66.5,-30.11,-28.12,-30.11,-72.85,-47.83,-72.85,1.65,81.82,-,6.72,-15.61,-20.38,-21.7,-,66.73,30.81,-,-,0,"14,472.00"
